restaurant_id,name,name_he,city,city_he,region,region_he,cuisine,cuisine_he,restaurant_type,restaurant_type_he,kosher,avg_price_per_person,price_level,rating,suitable_for,suitable_for_he,recommended_dish,recommended_dish_he,is_known_recommended,is_real_name,data_source_note
2953,Chef Kitchen 1953,שף קיטשן 1953,Tel Aviv,תל אביב,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,204,Expensive,3.8,"Couples,Business","זוגות,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
2954,Noble Place 1954,נובל פלייס 1954,Ramat Gan,רמת גן,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,Yes,70,Cheap,3.5,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
2955,Crispy Wok 1955,קריספי ווק 1955,Rishon LeZion,ראשון לציון,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,209,Expensive,4.0,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
2956,Royal Fork 1956,רויאל פורק 1956,Netanya,נתניה,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,79,Cheap,3.5,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
2957,Little House 1957,ליטל האוס 1957,Rehovot,רחובות,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,229,Expensive,3.6,"Couples,Business","זוגות,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
2958,Spicy Bar 1958,ספייסי בר 1958,Ashkelon,אשקלון,South,דרום,Burger,המבורגרים,Meat,בשרי,Yes,116,Medium,4.2,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
2959,Garden Plate 1959,גארדן פלייט 1959,Nazareth,נצרת,North,צפון,Mexican,מקסיקני,Mixed,מעורב,Yes,100,Medium,3.7,"Business,Friends","עסקים,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
2960,Market Table 1960,מרקט טייבל 1960,Zichron Yaakov,זכרון יעקב,North,צפון,Japanese,יפני,Mixed,מעורב,Yes,103,Medium,3.5,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
2961,Street Garden 1961,סטריט גארדן 1961,Tel Aviv,תל אביב,Center,מרכז,Indian,הודי,Mixed,מעורב,No,94,Medium,4.1,"Business,Friends","עסקים,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
2962,Classic Room 1962,קלאסיק רום 1962,Ramat Gan,רמת גן,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,120,Medium,3.6,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
2963,Local Grill 1963,מקומי גריל 1963,Rishon LeZion,ראשון לציון,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,151,Medium,3.3,"Couples,Friends","זוגות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
2964,Urban Corner 1964,אורבן קורנר 1964,Netanya,נתניה,Center,מרכז,Italian,איטלקי,Mixed,מעורב,Yes,129,Medium,3.2,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
2965,Fresh Market 1965,פרש מרקט 1965,Rehovot,רחובות,Center,מרכז,Greek,יווני,Mixed,מעורב,No,150,Medium,4.0,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
2966,Golden Bistro 1966,גולדן ביסטרו 1966,Ashkelon,אשקלון,South,דרום,Mediterranean,ים תיכוני,Mixed,מעורב,No,201,Expensive,4.8,"Families,Friends","משפחות,חברים",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
2967,Happy Deli 1967,האפי דלי 1967,Nazareth,נצרת,North,צפון,Israeli,ישראלי,Mixed,מעורב,Yes,112,Medium,3.9,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
2968,Green Oven 1968,גרין אובן 1968,Zichron Yaakov,זכרון יעקב,North,צפון,Seafood,פירות ים,Fish,דגים,No,278,Expensive,3.4,"Couples,Business","זוגות,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
2969,Blue Kitchen 1969,בלו קיטשן 1969,Tel Aviv,תל אביב,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,Yes,82,Medium,4.5,"Friends,Students","חברים,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
2970,Sunny Place 1970,סאני פלייס 1970,Ramat Gan,רמת גן,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,164,Medium,3.5,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
2971,Chef Wok 1971,שף ווק 1971,Rishon LeZion,ראשון לציון,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,60,Cheap,4.6,"Families,Students","משפחות,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
2972,Noble Fork 1972,נובל פורק 1972,Netanya,נתניה,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,Yes,235,Expensive,4.5,"Couples,Special Occasion","זוגות,אירוע מיוחד",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
2973,Crispy House 1973,קריספי האוס 1973,Rehovot,רחובות,Center,מרכז,Burger,המבורגרים,Meat,בשרי,Yes,168,Medium,4.3,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
2974,Royal Bar 1974,רויאל בר 1974,Ashkelon,אשקלון,South,דרום,Mexican,מקסיקני,Mixed,מעורב,No,127,Medium,4.5,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
2975,Little Plate 1975,ליטל פלייט 1975,Nazareth,נצרת,North,צפון,Japanese,יפני,Mixed,מעורב,No,141,Medium,4.2,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
2976,Spicy Table 1976,ספייסי טייבל 1976,Zichron Yaakov,זכרון יעקב,North,צפון,Indian,הודי,Mixed,מעורב,Yes,161,Medium,4.4,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
2977,Garden Garden 1977,גארדן גארדן 1977,Tel Aviv,תל אביב,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,116,Medium,4.8,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
2978,Market Room 1978,מרקט רום 1978,Ramat Gan,רמת גן,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,109,Medium,4.1,"Couples,Friends","זוגות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
2979,Street Grill 1979,סטריט גריל 1979,Rishon LeZion,ראשון לציון,Center,מרכז,Italian,איטלקי,Mixed,מעורב,Yes,91,Medium,3.4,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
2980,Classic Corner 1980,קלאסיק קורנר 1980,Netanya,נתניה,Center,מרכז,Greek,יווני,Mixed,מעורב,Yes,163,Medium,3.4,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
2981,Local Market 1981,מקומי מרקט 1981,Rehovot,רחובות,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,185,Expensive,3.5,"Friends,Couples","חברים,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
2982,Urban Bistro 1982,אורבן ביסטרו 1982,Ashkelon,אשקלון,South,דרום,Israeli,ישראלי,Mixed,מעורב,No,115,Medium,3.3,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
2983,Fresh Deli 1983,פרש דלי 1983,Nazareth,נצרת,North,צפון,Seafood,פירות ים,Fish,דגים,No,267,Expensive,3.6,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
2984,Golden Oven 1984,גולדן אובן 1984,Zichron Yaakov,זכרון יעקב,North,צפון,Cafe,בית קפה,Dairy,חלבי,No,73,Cheap,4.2,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
2985,Happy Kitchen 1985,האפי קיטשן 1985,Tel Aviv,תל אביב,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,214,Expensive,3.3,"Friends,Couples","חברים,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
2986,Green Place 1986,גרין פלייס 1986,Ramat Gan,רמת גן,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,81,Medium,4.6,"Families,Friends","משפחות,חברים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
2987,Blue Wok 1987,בלו ווק 1987,Rishon LeZion,ראשון לציון,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,Yes,292,Expensive,3.8,"Couples,Special Occasion","זוגות,אירוע מיוחד",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
2988,Sunny Fork 1988,סאני פורק 1988,Netanya,נתניה,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,117,Medium,3.3,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
2989,Chef House 1989,שף האוס 1989,Rehovot,רחובות,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,103,Medium,4.6,"Business,Friends","עסקים,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
2990,Noble Bar 1990,נובל בר 1990,Ashkelon,אשקלון,South,דרום,Japanese,יפני,Mixed,מעורב,Yes,102,Medium,4.4,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
2991,Crispy Plate 1991,קריספי פלייט 1991,Nazareth,נצרת,North,צפון,Indian,הודי,Mixed,מעורב,Yes,89,Medium,4.6,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
2992,Royal Table 1992,רויאל טייבל 1992,Zichron Yaakov,זכרון יעקב,North,צפון,Asian,אסייתי,Mixed,מעורב,No,110,Medium,4.1,"Families,Friends","משפחות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
2993,Little Garden 1993,ליטל גארדן 1993,Tel Aviv,תל אביב,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,139,Medium,4.6,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
2994,Spicy Room 1994,ספייסי רום 1994,Ramat Gan,רמת גן,Center,מרכז,Italian,איטלקי,Mixed,מעורב,Yes,134,Medium,3.9,"Families,Friends","משפחות,חברים",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
2995,Garden Grill 1995,גארדן גריל 1995,Rishon LeZion,ראשון לציון,Center,מרכז,Greek,יווני,Mixed,מעורב,No,113,Medium,3.3,"Business,Friends","עסקים,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
2996,Market Corner 1996,מרקט קורנר 1996,Netanya,נתניה,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,211,Expensive,4.4,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
2997,Street Market 1997,סטריט מרקט 1997,Rehovot,רחובות,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,112,Medium,3.3,"Couples,Friends","זוגות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
2998,Classic Bistro 1998,קלאסיק ביסטרו 1998,Ashkelon,אשקלון,South,דרום,Seafood,פירות ים,Fish,דגים,No,274,Expensive,3.5,"Couples,Special Occasion","זוגות,אירוע מיוחד",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
2999,Local Deli 1999,מקומי דלי 1999,Nazareth,נצרת,North,צפון,Cafe,בית קפה,Dairy,חלבי,No,52,Cheap,3.6,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
3000,Urban Oven 2000,אורבן אובן 2000,Zichron Yaakov,זכרון יעקב,North,צפון,Vegan,טבעוני,Vegan,טבעוני,Yes,210,Expensive,3.4,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
3001,Fresh Kitchen 2001,פרש קיטשן 2001,Tel Aviv,תל אביב,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,91,Medium,3.3,"Families,Friends","משפחות,חברים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
3002,Golden Place 2002,גולדן פלייס 2002,Ramat Gan,רמת גן,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,195,Expensive,4.7,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
3003,Happy Wok 2003,האפי ווק 2003,Rishon LeZion,ראשון לציון,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,130,Medium,3.5,"Families,Friends","משפחות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
3004,Green Fork 2004,גרין פורק 2004,Netanya,נתניה,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,Yes,167,Medium,4.3,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
3005,Blue House 2005,בלו האוס 2005,Rehovot,רחובות,Center,מרכז,Japanese,יפני,Mixed,מעורב,No,117,Medium,3.3,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
3006,Sunny Bar 2006,סאני בר 2006,Ashkelon,אשקלון,South,דרום,Indian,הודי,Mixed,מעורב,No,121,Medium,3.3,"Business,Friends","עסקים,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
3007,Chef Plate 2007,שף פלייט 2007,Nazareth,נצרת,North,צפון,Asian,אסייתי,Mixed,מעורב,No,143,Medium,4.0,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
3008,Noble Table 2008,נובל טייבל 2008,Zichron Yaakov,זכרון יעקב,North,צפון,Thai,תאילנדי,Mixed,מעורב,No,113,Medium,4.5,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
3009,Crispy Garden 2009,קריספי גארדן 2009,Tel Aviv,תל אביב,Center,מרכז,Italian,איטלקי,Mixed,מעורב,No,133,Medium,4.7,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
3010,Royal Room 2010,רויאל רום 2010,Ramat Gan,רמת גן,Center,מרכז,Greek,יווני,Mixed,מעורב,Yes,125,Medium,3.8,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
3011,Little Grill 2011,ליטל גריל 2011,Rishon LeZion,ראשון לציון,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,231,Expensive,4.1,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
3012,Spicy Corner 2012,ספייסי קורנר 2012,Netanya,נתניה,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,115,Medium,4.7,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
